Id,isFraud
0,0.8894890566256068
1,0.829727267599667
2,0.35085603444774294
3,0.19350503539127256
4,0.31127423234749113
5,0.11359043923481157
6,0.29516054942591236
7,0.23842876458175968
8,0.05828507415078464
9,0.07722455346791017
10,0.2608740539653095
11,0.3785454915080583
12,0.13126627335878316
13,0.0994157687168554
14,0.3189089486756232
15,0.7209707142923607
16,0.17095479732797542
17,0.3390251525161156
18,0.10803019384492213
19,0.013489968417408509
20,0.3243705503093608
21,0.31349317109883373
22,0.0935511547003076
23,0.38048550554240085
24,0.35139499715613215
25,0.19904582909291887
26,0.06977698389039558
27,0.22606686620269115
28,0.326875326180337
29,0.2754508181184675
30,0.6329690057179149
31,0.16898451905132503
32,0.10353998089855487
33,0.057949947634301356
34,0.3113766959538344
35,0.3987396562295732
36,0.05581689893787765
37,0.42241647889007305
38,0.8200303155410156
39,0.20725015410089678
40,0.2662668705441056
41,0.3606483123633165
42,0.14869571032304058
43,0.32700289257735043
44,0.03506310157171197
45,0.712761499479116
46,0.30681638004955436
47,0.25246424293416336
48,0.3434275214797279
49,0.4384118884895837
50,0.23977095355731987
51,0.31776976428419373
52,0.39752713012590796
53,0.26682385191853114
54,0.09352016769099991
55,0.2555914203535957
56,0.2463444715604947
57,0.067200826600507
58,0.39024604779661104
59,0.3545113982347453
60,0.7476688858838831
61,0.33779107001854897
62,0.28738587656981796
63,0.2944640264662324
64,0.16356378181892875
65,0.41900935163142317
66,0.16840431914349094
67,0.06096243919771549
68,0.18404348976039406
69,0.17011793219177324
70,0.17387012024577828
71,0.0395859565363442
72,0.07658586872763395
73,0.4254708703678804
74,0.24788722498829155
75,0.6946505710362625
76,0.40353676162339563
77,0.26091344493291413
78,0.16855084825067768
79,0.29788547262008136
80,0.10884034262463954
81,0.09433179844388209
82,0.1247409743575422
83,0.09159597683190342
84,0.0144083493718489
85,0.24330534742420754
86,0.09501612508374971
87,0.3242895196432384
88,0.08467250828413089
89,0.1637397000208107
90,0.7823187715615322
91,0.1479152085020612
92,0.19874923211852205
93,0.20861299031755498
94,0.10700275937014056
95,0.1711896745442849
96,0.2250513506280404
97,0.08178867118921161
98,0.13917344781297886
99,0.37772090263007113
100,0.14297816665332996
101,0.3877940348517134
102,0.2354856285439002
103,0.2668964945277449
104,0.3373739202293221
105,0.8740397359704459
106,0.6277287445542638
107,0.12809813088318917
108,0.3420763279253659
109,0.23821160187526874
110,0.2772149706218637
111,0.21472299693798014
112,0.0870141109652743
113,0.28299509759517594
114,0.264591670416427
115,0.23844114050681986
116,0.3868641235872215
117,0.07364024476712132
118,0.3691048695705126
119,0.070870534139089
120,0.7197303857553333
121,0.2670283083867358
122,0.27249991712159655
123,0.02522864660890723
124,0.2698426530923982
125,0.2885731945675655
126,0.2015698377261186
127,0.3193968281349762
128,0.25615350630078715
129,0.01596843881463266
130,0.28531819857255813
131,0.18136099225783525
132,0.2451128260313103
133,0.4351444638102209
134,0.011947427530665609
135,0.8913969302620978
136,0.056656627508403196
137,0.24219291794971057
138,0.07159171779397719
139,0.3418517604227198
140,0.15793413048080687
141,0.034070907926828105
142,0.05004201992188243
143,0.25135867976406934
144,0.12495518758852465
145,0.1161609750497086
146,0.10043489630555574
147,0.39293392793515314
148,0.33470565277960884
149,0.37776679716290007
150,0.6952158656141932
151,0.16922899307961703
152,0.3643638814853761
153,0.19748004682262235
154,0.06689617291126258
155,0.04182458153119726
156,0.28340296814036264
157,0.08376500509676726
158,0.3466844611482877
159,0.1539221981507672
160,0.168836615506497
161,0.18245629103616615
162,0.2539703105908283
163,0.31012524946595466
164,0.3333957745612745
165,0.6027859347270665
166,0.02414600270576492
167,0.20040908048136968
168,0.04087221075234785
169,0.24565023218769216
170,0.2617639228434111
171,0.17879989563722712
172,0.43726380609277465
173,0.0877733157081652
174,0.2899616041062933
175,0.4203303932331791
176,0.37045289259083747
177,0.35448892891907263
178,0.11049913505629273
179,0.04951141940231117
180,0.6192566148420422
181,0.3326145312064662
182,0.3416564705593825
183,0.4261455636488066
184,0.047954099530461564
185,0.01971062116438599
186,0.2901571527642296
187,0.06474246156279463
188,0.7534096420495674
189,0.3853326633290355
190,0.2646944919625821
191,0.057859801255453105
192,0.17336445325621644
193,0.36021439672118666
194,0.44192176328099836
195,0.563395185248545
196,0.26607311207059564
197,0.13987305528524518
198,0.41349255573498195
199,0.18239477779021918
200,0.12815626650721176
201,0.06240144135972368
202,0.10937540270030335
203,0.1993288850747292
204,0.25928156901266786
205,0.2903396966013887
206,0.275959994082283
207,0.012687214466881577
208,0.049472363217502195
209,0.1422279303346294
210,0.773025930887885
211,0.22492298220356782
212,0.352933321455144
213,0.09287984936119191
214,0.09193126367395436
215,0.13955066037478764
216,0.42358227098990864
217,0.066755421735267
218,0.30920725900432755
219,0.42949876858508906
220,0.12624546930838418
221,0.06035845599484212
222,0.1246532300816991
223,0.660756500766524
224,0.31832195375582195
225,0.6737223886235195
226,0.12354365808049099
227,0.18250340928415035
228,0.1494135225149068
229,0.4458512948116394
230,0.10854629242399227
231,0.3734608426993052
232,0.13443259809888253
233,0.24445535660221523
234,0.27407163771205145
235,0.09711248733394158
236,0.3804040951015191
237,0.1539515256637882
238,0.15716065099197357
239,0.410530925216544
240,0.28634352598069335
241,0.37964097255087914
242,0.36014824279085766
243,0.43463720203685935
244,0.09028928307604822
245,0.2019447323505475
246,0.03385938148245807
247,0.3595837391130292
248,0.1711528146069259
249,0.23929876231219285
250,0.04348346486523895
251,0.1146842268317283
252,0.10016164378466338
253,0.2174207781226941
254,0.4488373423039091
255,0.9279413545339958
256,0.15532459277698815
257,0.3865750019887877
